Deal.ID
12
13
19
20
29
33
34
35
36
37
45
54
57
59
62
65
70
75
76
77
78
79
82
83
93
94
97
98
101
102
103
104
105
106
107
108
109
112
113
130
185
187
192
196
219
222
225
228
233
234
236
251
252
261
266
276
279
296
323
324
336
337
456
1149
1151
1157
1158
1241
1345
1388
1391
1680
1791
2185
2236
2371
3075
3100
3169
3170
3186
3191
3203
3206
3207
3215
3233
3234
3235
3271
3352
3393
3407
3414
3415
3416
3418
3419
3420
3421
3422
3430
3458
3459
3460
3462
3464
3470
3472
3474
3475
3476
3478
3479
3484
3489
3490
3495
3496
3498
3502
3503
3508
3510
3515
3521
3522
3524
3526
3527
3528
3530
3531
3532
3533
3534
3535
3539
3566
3616
3620
3679
3707
3709
3710
3711
3743
3746
3843
3844
3845
3863
3865
3867
3877
3895
3911
3921
3925
3949
3950
3951
3954
3971
3973
3982
3984
3985
3988
3991
3992
3993
3997
3998
4000
4011
4012
4013
4015
4016
4017
4018
4019
4020
4021
4022
4030
4031
4032
4033
4034
4035
4036
4037
4038
4040
4054
4109
4110
4111
4112
4143
4149
4158
4273
4343
4421
4422
4424
4427
4441
4442
4443
4444
4445
4447
4448
4449
4450
4451
4453
4454
4455
4467
4514
4521
4615
4875
4876
4880
4929
5022
5055
5056
5266
5279
5281
5811
5815
5816
5868
5869
5913
5914
5918
5923
5934
5935
5936
5937
5938
5967
5968
6001
6017
6037
6041
6654
6730
























































































































