"class","SCINAME.old","SCINAME","Current.RL.status","Current.Criteria","Trace.forspp","MWnotes","category"
"amphibian","Acanthixalus sonjae","Acanthixalus sonjae","NT","",1,NA,"NT"
"amphibian","Acanthixalus spinosus","Acanthixalus spinosus","LC","",1,NA,"LC"
"amphibian","Adelophryne adiastola","Adelophryne adiastola","LC","",1,NA,"LC"
"amphibian","Adelophryne gutturosa","Adelophryne gutturosa","LC","",1,NA,"LC"
"amphibian","Adelophryne pachydactyla","Adelophryne pachydactyla","DD","",1,NA,"DD"
"amphibian","Adelotus brevis","Adelotus brevis","NT","",1,NA,"NT"
"amphibian","Adelphobates castaneoticus","Adelphobates castaneoticus","LC","",1,NA,"LC"
"amphibian","Adelphobates galactonotus","Adelphobates galactonotus","LC","",1,NA,"LC"
"amphibian","Adelphobates quinquevittatus","Adelphobates quinquevittatus","LC","",1,NA,"LC"
"amphibian","Adenomera andreae","Adenomera andreae","LC","",1,NA,"LC"
"amphibian","Adenomera araucaria","Adenomera araucaria","LC","",1,NA,"LC"
"amphibian","Adenomera heyeri","Adenomera heyeri","LC","",1,NA,"LC"
"amphibian","Adenomera lutzi","Adenomera lutzi","DD","",1,NA,"EN"
"amphibian","Adenomera marmorata","Adenomera marmorata","LC","",1,NA,"LC"
"amphibian","Adenomera nanus","Adenomera nana","LC","",1,"","LC"
"amphibian","Adenomera thomei","Adenomera thomei","LC","",1,NA,"LC"
"amphibian","Adenomus dasi","Adenomus dasi","CR","",1,NA,"CR"
"amphibian","Adenomus kelaartii","Adenomus kelaartii","EN","",1,NA,"EN"
"amphibian","Afrixalus clarkei","Afrixalus clarkei","VU","",1,NA,"EN"
"amphibian","Afrixalus dorsimaculatus","Afrixalus dorsimaculatus","VU","",1,NA,"EN"
"amphibian","Afrixalus enseticola","Afrixalus enseticola","VU","",1,NA,"VU"
"amphibian","Afrixalus equatorialis","Afrixalus equatorialis","LC","",1,NA,"LC"
"amphibian","Afrixalus fulvovittatus","Afrixalus fulvovittatus","LC","",1,NA,"LC"
"amphibian","Afrixalus lacteus","Afrixalus lacteus","EN","",1,NA,"EN"
"amphibian","Afrixalus laevis","Afrixalus laevis","LC","",1,NA,"LC"
"amphibian","Afrixalus leucostictus","Afrixalus leucostictus","LC","",1,NA,"LC"
"amphibian","Afrixalus nigeriensis","Afrixalus nigeriensis","NT","",1,NA,"LC"
"amphibian","Afrixalus osorioi","Afrixalus osorioi","LC","",1,NA,"LC"
"amphibian","Afrixalus paradorsalis","Afrixalus paradorsalis","LC","",1,NA,"LC"
"amphibian","Afrixalus sylvaticus","Afrixalus sylvaticus","EN","",1,NA,"VU"
"amphibian","Afrixalus uluguruensis","Afrixalus uluguruensis","EN","",1,NA,"VU"
"amphibian","Afrixalus vibekensis","Afrixalus vibekensis","NT","",1,NA,"LC"
"amphibian","Agalychnis buckleyi","Agalychnis buckleyi","LC","",1,NA,"LC"
"amphibian","Agalychnis callidryas","Agalychnis callidryas","LC","",1,NA,"LC"
"amphibian","Agalychnis lemur","Agalychnis lemur","CR","",1,NA,"CR"
"amphibian","Agalychnis litodryas","Agalychnis litodryas","VU","",1,NA,"VU"
"amphibian","Agalychnis saltator","Agalychnis saltator","LC","",1,NA,"LC"
"amphibian","Agalychnis spurrelli","Agalychnis spurrelli","LC","",1,NA,"LC"
"amphibian","Aglyptodactylus madagascariensis","Aglyptodactylus madagascariensis","LC","",1,NA,"LC"
"amphibian","Aglyptodactylus securifer","Aglyptodactylus securifer","LC","",1,NA,"LC"
"amphibian","Albericus brunhildae","Choerophryne brunhildae","LC","",1,"","LC"
"amphibian","Albericus darlingtoni","Choerophryne darlingtoni","LC","",1,"","LC"
"amphibian","Albericus exclamitans","Choerophryne exclamitans","DD","",1,"","DD"
"amphibian","Albericus gunnari","Choerophryne gunnari","DD","",1,"","DD"
"amphibian","Albericus swanhildae","Choerophryne swanhildae","LC","",1,"","LC"
"amphibian","Albericus valkuriarum","Choerophryne valkuriarum","LC","",1,"","LC"
"amphibian","Alexteroon hypsiphonus","Alexteroon hypsiphonus","LC","",1,NA,"LC"
"amphibian","Alexteroon jynx","Alexteroon jynx","CR","",1,NA,"CR"
"amphibian","Alexteroon obstetricans","Alexteroon obstetricans","LC","",1,NA,"LC"
"amphibian","Allobates alessandroi","Allobates alessandroi","DD","",1,NA,"EN"
"amphibian","Allobates bromelicola","Allobates bromelicola","DD","",1,NA,"DD"
"amphibian","Allobates brunneus","Allobates brunneus","LC","",1,NA,"LC"
"amphibian","Allobates caribe","Allobates caribe","DD","",1,NA,"DD"
"amphibian","Allobates crombiei","Allobates crombiei","DD","",1,NA,"DD"
"amphibian","Allobates femoralis","Allobates femoralis","LC","",1,NA,"LC"
"amphibian","Allobates fuscellus","Allobates fuscellus","DD","",1,NA,"DD"
"amphibian","Allobates gasconi","Allobates gasconi","DD","",1,NA,"DD"
"amphibian","Allobates granti","Allobates granti","LC","",1,NA,"LC"
"amphibian","Allobates humilis","Allobates humilis","VU","",1,NA,"VU"
"amphibian","Allobates insperatus","Allobates insperatus","LC","",1,NA,"LC"
"amphibian","Allobates kingsburyi","Allobates kingsburyi","EN","",1,NA,"EN"
"amphibian","Allobates marchesianus","Allobates marchesianus","LC","",1,NA,"LC"
"amphibian","Allobates masniger","Allobates masniger","DD","",1,NA,"DD"
"amphibian","Allobates mcdiarmidi","Allobates mcdiarmidi","NT","",1,NA,"NT"
"amphibian","Allobates myersi","Allobates myersi","LC","",1,NA,"LC"
"amphibian","Allobates niputidea","Allobates niputidea","LC","",1,NA,"LC"
"amphibian","Allobates olfersioides","Allobates olfersioides","VU","",1,NA,"VU"
"amphibian","Allobates picachos","Allobates picachos","DD","",1,NA,"DD"
"amphibian","Allobates pittieri","Allobates pittieri","LC","",1,NA,"LC"
"amphibian","Allobates ranoides","Allobates ranoides","EN","",1,NA,"EN"
"amphibian","Allobates sanmartini","Allobates sanmartini","DD","",1,NA,"DD"
"amphibian","Allobates spumaponens","Allobates spumaponens","DD","",1,NA,"DD"
"amphibian","Allobates subfolionidificans","Allobates subfolionidificans","VU","",1,NA,"VU"
"amphibian","Allobates sumtuosus","Allobates sumtuosus","DD","",1,NA,"DD"
"amphibian","Allobates talamancae","Allobates talamancae","LC","",1,NA,"LC"
"amphibian","Allobates trilineatus","Allobates trilineatus","LC","",1,NA,"LC"
"amphibian","Allobates vanzolinius","Allobates vanzolinius","DD","",1,NA,"DD"
"amphibian","Allobates wayuu","Allobates wayuu","VU","",1,NA,"LC"
"amphibian","Allobates zaparo","Allobates zaparo","LC","",1,NA,"LC"
"amphibian","Allophryne ruthveni","Allophryne ruthveni","LC","",1,NA,"LC"
"amphibian","Alsodes australis","Alsodes australis","DD","",1,NA,"DD"
"amphibian","Alsodes barrioi","Alsodes barrioi","VU","",1,NA,"EN"
"amphibian","Alsodes gargola","Alsodes gargola","LC","",1,NA,"LC"
"amphibian","Alsodes valdiviensis","Alsodes valdiviensis","DD","",1,NA,"EN"
"amphibian","Alsodes vanzolinii","Alsodes vanzolinii","CR","",1,NA,"EN"
"amphibian","Alsodes verrucosus","Alsodes verrucosus","DD","",1,NA,"EN"
"amphibian","Altigius alios","Hamptophryne alios","DD","",1,"","DD"
"amphibian","Amazophrynella bokermanni","Amazophrynella bokermanni","LC","",1,NA,"LC"
"amphibian","Amazophrynella minuta","Amazophrynella minuta","LC","",1,NA,"LC"
"amphibian","Ambystoma altamirani","Ambystoma altamirani","EN","",1,NA,"EN"
"amphibian","Ambystoma amblycephalum","Ambystoma amblycephalum","CR","",1,NA,"CR"
"amphibian","Ambystoma annulatum","Ambystoma annulatum","LC","",1,NA,"LC"
"amphibian","Ambystoma barbouri","Ambystoma barbouri","NT","",1,NA,"NT"
"amphibian","Ambystoma jeffersonianum","Ambystoma jeffersonianum","LC","",1,NA,"LC"
"amphibian","Ambystoma leorae","Ambystoma leorae","CR","",1,NA,"CR"
"amphibian","Ambystoma maculatum","Ambystoma maculatum","LC","",1,NA,"LC"
"amphibian","Ambystoma opacum","Ambystoma opacum","LC","",1,NA,"LC"
"amphibian","Ambystoma rosaceum","Ambystoma rosaceum","LC","",1,NA,"LC"
"amphibian","Ambystoma silvense","Ambystoma silvense","DD","",1,NA,"DD"
"amphibian","Ambystoma talpoideum","Ambystoma talpoideum","LC","",1,NA,"LC"
"amphibian","Ameerega andina","Ameerega andina","DD","",1,NA,"CR"
"amphibian","Ameerega bassleri","Ameerega bassleri","NT","",1,NA,"VU"
"amphibian","Ameerega bilinguis","Ameerega bilinguis","LC","",1,NA,"LC"
"amphibian","Ameerega boliviana","Ameerega boliviana","LC","",1,NA,"LC"
"amphibian","Ameerega braccata","Ameerega braccata","LC","",1,NA,"LC"
"amphibian","Ameerega cainarachi","Ameerega cainarachi","VU","",1,NA,"EN"
"amphibian","Ameerega flavopicta","Ameerega flavopicta","LC","",1,NA,"LC"
"amphibian","Ameerega hahneli","Ameerega hahneli","LC","",1,NA,"LC"
"amphibian","Ameerega macero","Ameerega macero","LC","",1,NA,"LC"
"amphibian","Ameerega parvula","Ameerega parvula","LC","",1,NA,"LC"
"amphibian","Ameerega petersi","Ameerega petersi","LC","",1,NA,"LC"
"amphibian","Ameerega picta","Ameerega picta","LC","",1,NA,"LC"
"amphibian","Ameerega planipaleae","Ameerega planipaleae","CR","",1,NA,"CR"
"amphibian","Ameerega pulchripecta","Ameerega pulchripecta","DD","",1,NA,"DD"
"amphibian","Ameerega rubriventris","Ameerega rubriventris","DD","",1,NA,"EN"
"amphibian","Ameerega silverstonei","Ameerega silverstonei","DD","",1,NA,"EN"
"amphibian","Ameerega simulans","Ameerega simulans","LC","",1,NA,"LC"
"amphibian","Ameerega trivittata","Ameerega trivittata","LC","",1,NA,"LC"
"amphibian","Amietia amieti","Amietia amieti","DD","",1,NA,"DD"
"amphibian","Amietia desaegeri","Amietia desaegeri","DD","",1,NA,"LC"
"amphibian","Amietia lubrica","Amietia lubrica","DD","",1,NA,"DD"
"amphibian","Amietia ruwenzorica","Amietia ruwenzorica","DD","",1,NA,"LC"
"amphibian","Amietia tenuoplicata","Amietia tenuoplicata","DD","",1,NA,"LC"
"amphibian","Amietophrynus brauni","Sclerophrys brauni","EN","",1,"","LC"
"amphibian","Amietophrynus fuliginatus","Sclerophrys fuliginata","LC","",1,"","LC"
"amphibian","Amietophrynus funereus","Sclerophrys funerea","LC","",1,"","LC"
"amphibian","Amietophrynus gracilipes","Sclerophrys gracilipes","LC","",1,"","LC"
"amphibian","Amietophrynus kisoloensis","Sclerophrys kisoloensis","LC","",1,"","LC"
"amphibian","Amietophrynus latifrons","Sclerophrys latifrons","LC","",1,"","LC"
"amphibian","Amietophrynus taiensis","Sclerophrys taiensis","CR","",1,"","EN"
"amphibian","Amietophrynus togoensis","Sclerophrys togoensis","NT","",1,"","LC"
"amphibian","Amietophrynus tuberosus","Sclerophrys tuberosa","LC","",1,"","LC"
"amphibian","Amietophrynus urunguensis","Sclerophrys urunguensis","DD","",1,"","VU"
"amphibian","Amolops archotaphus","Amolops archotaphus","LC","",1,NA,"LC"
"amphibian","Amolops caelumnoctis","Amolops caelumnoctis","DD","",1,NA,"DD"
"amphibian","Amolops chunganensis","Amolops chunganensis","LC","",1,NA,"LC"
"amphibian","Amolops compotrix","Amolops compotrix","DD","",1,NA,"LC"
"amphibian","Amolops cremnobatus","Amolops cremnobatus","NT","",1,NA,"LC"
"amphibian","Amolops daiyunensis","Amolops daiyunensis","NT","",1,NA,"NT"
"amphibian","Amolops formosus","Amolops formosus","LC","",1,NA,"LC"
"amphibian","Amolops granulosus","Amolops granulosus","LC","",1,NA,"LC"
"amphibian","Amolops hainanensis","Amolops hainanensis","EN","",1,NA,"EN"
"amphibian","Amolops hongkongensis","Amolops hongkongensis","EN","",1,NA,"EN"
"amphibian","Amolops iriodes","Amolops iriodes","DD","",1,NA,"DD"
"amphibian","Amolops jinjiangensis","Amolops jinjiangensis","VU","",1,NA,"VU"
"amphibian","Amolops kangtingensis","Amolops mantzorum","VU","",1,"","LC"
"amphibian","Amolops lifanensis","Amolops lifanensis","NT","",1,NA,"NT"
"amphibian","Amolops marmoratus","Amolops marmoratus","LC","",1,NA,"LC"
"amphibian","Amolops mengyangensis","Amolops mengyangensis","LC","",1,NA,"LC"
"amphibian","Amolops panhai","Amolops panhai","LC","",1,NA,"LC"
"amphibian","Amolops ricketti","Amolops ricketti","LC","",1,NA,"LC"
"amphibian","Amolops spinapectoralis","Amolops spinapectoralis","DD","",1,NA,"LC"
"amphibian","Amolops tuberodepressus","Amolops tuberodepressus","VU","",1,NA,"VU"
"amphibian","Amolops viridimaculatus","Amolops viridimaculatus","NT","",1,NA,"NT"
"amphibian","Amolops vitreus","Amolops vitreus","DD","",1,NA,"VU"
"amphibian","Amolops wuyiensis","Amolops wuyiensis","LC","",1,NA,"LC"
"amphibian","Anaxyrus kelloggi","Anaxyrus kelloggi","LC","",1,NA,"LC"
"amphibian","Anaxyrus mexicanus","Anaxyrus mexicanus","NT","",1,NA,"NT"
"amphibian","Anaxyrus microscaphus","Anaxyrus microscaphus","LC","",1,NA,"LC"
"amphibian","Anaxyrus nelsoni","Anaxyrus nelsoni","EN","",1,NA,"EN"
"amphibian","Anaxyrus quercicus","Anaxyrus quercicus","LC","",1,NA,"LC"
"amphibian","Andinobates altobueyensis","Andinobates altobueyensis","VU","",1,NA,"DD"
"amphibian","Andinobates bombetes","Andinobates bombetes","EN","",1,NA,"VU"
"amphibian","Andinobates claudiae","Andinobates claudiae","DD","",1,NA,"DD"
"amphibian","Andinobates daleswansoni","Andinobates daleswansoni","VU","",1,NA,"EN"
"amphibian","Andinobates fulguritus","Andinobates fulguritus","LC","",1,NA,"LC"
"amphibian","Andinobates minutus","Andinobates minutus","LC","",1,NA,"LC"
"amphibian","Andinobates opisthomelas","Andinobates opisthomelas","VU","",1,NA,"VU"
"amphibian","Andinobates viridis","Andinobates viridis","VU","",1,NA,"CR"
"amphibian","Andinobates virolinensis","Andinobates virolinensis","EN","",1,NA,"VU"
"amphibian","Andrias davidianus","Andrias davidianus","CR","",1,NA,"CR"
"amphibian","Andrias japonicus","Andrias japonicus","NT","",1,NA,"NT"
"amphibian","Aneides aeneus","Aneides aeneus","NT","",1,NA,"NT"
"amphibian","Aneides ferreus","Aneides ferreus","NT","",1,NA,"NT"
"amphibian","Aneides hardii","Aneides hardii","LC","",1,NA,"LC"
"amphibian","Aneides lugubris","Aneides lugubris","LC","",1,NA,"LC"
"amphibian","Aneides vagrans","Aneides vagrans","NT","",1,NA,"NT"
"amphibian","Anhydrophryne hewitti","Anhydrophryne hewitti","LC","",1,NA,"LC"
"amphibian","Anhydrophryne rattrayi","Anhydrophryne rattrayi","EN","",1,NA,"VU"
"amphibian","Annandia delacouri","Quasipaa delacouri","DD","",1,"","LC"
"amphibian","Anodonthyla boulengerii","Anodonthyla boulengeri","LC","",1,"","NT"
"amphibian","Anodonthyla nigrigularis","Anodonthyla nigrigularis","DD","",1,NA,"EN"
"amphibian","Anodonthyla rouxae","Anodonthyla rouxae","EN","",1,NA,"EN"
"amphibian","Anomaloglossus baeobatrachus","Anomaloglossus baeobatrachus","DD","",1,NA,"DD"
"amphibian","Anomaloglossus beebei","Anomaloglossus beebei","VU","",1,NA,"EN"
"amphibian","Anomaloglossus breweri","Anomaloglossus breweri","VU","",1,NA,"VU"
"amphibian","Anomaloglossus degranvillei","Anomaloglossus degranvillei","LC","",1,NA,"CR"
"amphibian","Anomaloglossus kaiei","Anomaloglossus kaiei","LC","",1,NA,"EN"
"amphibian","Anomaloglossus lacrimosus","Anomaloglossus lacrimosus","DD","",1,NA,"DD"
"amphibian","Anomaloglossus praderioi","Anomaloglossus praderioi","DD","",1,NA,"DD"
"amphibian","Anomaloglossus shrevei","Anomaloglossus shrevei","DD","",1,NA,"DD"
"amphibian","Anomaloglossus stepheni","Anomaloglossus stepheni","LC","",1,NA,"LC"
"amphibian","Anomaloglossus tamacuarensis","Anomaloglossus tamacuarensis","DD","",1,NA,"DD"
"amphibian","Anomaloglossus triunfo","Anomaloglossus triunfo","DD","",1,NA,"DD"
"amphibian","Anotheca spinosa","Anotheca spinosa","LC","",1,NA,"LC"
"amphibian","Ansonia albomaculata","Ansonia albomaculata","NT","",1,NA,"LC"
"amphibian","Ansonia endauensis","Ansonia endauensis","DD","",1,NA,"NT"
"amphibian","Ansonia fuliginea","Ansonia fuliginea","VU","",1,NA,"LC"
"amphibian","Ansonia guibei","Ansonia guibei","EN","",1,NA,"CR"
"amphibian","Ansonia hanitschi","Ansonia hanitschi","NT","",1,NA,"LC"
"amphibian","Ansonia inthanon","Ansonia inthanon","DD","",1,NA,"LC"
"amphibian","Ansonia longidigita","Ansonia longidigita","NT","",1,NA,"LC"
"amphibian","Ansonia malayana","Ansonia malayana","LC","",1,NA,"LC"
"amphibian","Ansonia mcgregori","Ansonia mcgregori","VU","",1,NA,"LC"
"amphibian","Ansonia minuta","Ansonia minuta","NT","",1,NA,"LC"
"amphibian","Ansonia muelleri","Ansonia muelleri","VU","",1,NA,"LC"
"amphibian","Ansonia platysoma","Ansonia platysoma","EN","",1,NA,"LC"
"amphibian","Ansonia siamensis","Ansonia siamensis","VU","",1,NA,"VU"
"amphibian","Ansonia spinulifer","Ansonia spinulifer","NT","",1,NA,"LC"
"amphibian","Ansonia torrentis","Ansonia torrentis","VU","",1,NA,"LC"
"amphibian","Aparasphenodon venezolanus","Aparasphenodon venezolanus","LC","",1,NA,"LC"
"amphibian","Aplastodiscus albosignatus","Aplastodiscus albosignatus","LC","",1,NA,"LC"
"amphibian","Aplastodiscus arildae","Aplastodiscus arildae","LC","",1,NA,"LC"
"amphibian","Aplastodiscus callipygius","Aplastodiscus callipygius","LC","",1,NA,"LC"
"amphibian","Aplastodiscus cavicola","Aplastodiscus cavicola","NT","",1,NA,"NT"
"amphibian","Aplastodiscus cochranae","Aplastodiscus cochranae","LC","",1,NA,"LC"
"amphibian","Aplastodiscus ehrhardti","Aplastodiscus ehrhardti","LC","",1,NA,"LC"
"amphibian","Aplastodiscus eugenioi","Aplastodiscus eugenioi","NT","",1,NA,"NT"
"amphibian","Aplastodiscus flumineus","Aplastodiscus flumineus","DD","",1,NA,"DD"
"amphibian","Aplastodiscus ibirapitanga","Aplastodiscus ibirapitanga","LC","",1,NA,"LC"
"amphibian","Aplastodiscus leucopygius","Aplastodiscus leucopygius","LC","",1,NA,"LC"
"amphibian","Aplastodiscus musicus","Aplastodiscus musicus","DD","",1,NA,"DD"
"amphibian","Aplastodiscus sibilatus","Aplastodiscus sibilatus","DD","",1,NA,"DD"
"amphibian","Aplastodiscus weygoldti","Aplastodiscus weygoldti","NT","",1,NA,"NT"
"amphibian","Arcovomer passarellii","Arcovomer passarellii","LC","",1,NA,"LC"
"amphibian","Argenteohyla siemersi","Argenteohyla siemersi","EN","",1,NA,"EN"
"amphibian","Aromobates alboguttatus","Aromobates alboguttatus","EN","",1,NA,"EN"
"amphibian","Aromobates mayorgai","Aromobates mayorgai","EN","",1,NA,"EN"
"amphibian","Aromobates meridensis","Aromobates meridensis","CR","",1,NA,"CR"
"amphibian","Aromobates molinarii","Aromobates molinarii","EN","",1,NA,"EN"
"amphibian","Aromobates nocturnus","Aromobates nocturnus","CR","",1,NA,"CR"
"amphibian","Aromobates orostoma","Aromobates orostoma","EN","",1,NA,"EN"
"amphibian","Aromobates saltuensis","Aromobates saltuensis","EN","",1,NA,"EN"
"amphibian","Aromobates serranus","Aromobates serranus","EN","",1,NA,"EN"
"amphibian","Arthroleptides dutoiti","Arthroleptides dutoiti","CR","",1,NA,"CR"
"amphibian","Arthroleptides martiensseni","Arthroleptides martiensseni","EN","",1,NA,"EN"
"amphibian","Arthroleptides yakusini","Arthroleptides yakusini","EN","",1,NA,"EN"
"amphibian","Arthroleptis adelphus","Arthroleptis adelphus","LC","",1,NA,"LC"
"amphibian","Arthroleptis adolfifriederici","Arthroleptis adolfifriederici","LC","",1,NA,"LC"
"amphibian","Arthroleptis discodactylus","Arthroleptis schubotzi","DD","",1,"","LC"
"amphibian","Arthroleptis hematogaster","Arthroleptis hematogaster","DD","",1,NA,"DD"
"amphibian","Arthroleptis lameerei","Arthroleptis lameerei","LC","",1,NA,"LC"
"amphibian","Arthroleptis lonnbergi","Arthroleptis lonnbergi","DD","",1,NA,"DD"
"amphibian","Arthroleptis nimbaensis","Arthroleptis nimbaensis","DD","",1,NA,"DD"
"amphibian","Arthroleptis poecilonotus","Arthroleptis poecilonotus","LC","",1,NA,"LC"
"amphibian","Arthroleptis sylvaticus","Arthroleptis sylvaticus","LC","",1,NA,"LC"
"amphibian","Arthroleptis taeniatus","Arthroleptis taeniatus","LC","",1,NA,"LC"
"amphibian","Arthroleptis tanneri","Arthroleptis tanneri","VU","",1,NA,"EN"
"amphibian","Arthroleptis tuberosus","Arthroleptis tuberosus","DD","",1,NA,"DD"
"amphibian","Arthroleptis variabilis","Arthroleptis variabilis","LC","",1,NA,"LC"
"amphibian","Arthroleptis xenodactylus","Arthroleptis xenodactylus","VU","",1,NA,"EN"
"amphibian","Ascaphus montanus","Ascaphus montanus","LC","",1,NA,"LC"
"amphibian","Ascaphus truei","Ascaphus truei","LC","",1,NA,"LC"
"amphibian","Assa darlingtoni","Assa darlingtoni","LC","",1,NA,"LC"
"amphibian","Asterophrys leucopus","Asterophrys leucopus","DD","",1,NA,"DD"
"amphibian","Asterophrys turpicola","Asterophrys turpicola","LC","",1,NA,"LC"
"amphibian","Astylosternus batesi","Astylosternus batesi","LC","",1,NA,"LC"
"amphibian","Astylosternus diadematus","Astylosternus diadematus","VU","",1,NA,"LC"
"amphibian","Astylosternus fallax","Astylosternus fallax","EN","",1,NA,"VU"
"amphibian","Astylosternus laurenti","Astylosternus laurenti","EN","",1,NA,"EN"
"amphibian","Astylosternus occidentalis","Astylosternus occidentalis","LC","",1,NA,"LC"
"amphibian","Astylosternus perreti","Astylosternus perreti","EN","",1,NA,"EN"
"amphibian","Astylosternus schioetzi","Astylosternus schioetzi","EN","",1,NA,"EN"
"amphibian","Atelognathus nitoi","Atelognathus nitoi","VU","",1,NA,"VU"
"amphibian","Atelopus andinus","Atelopus andinus","CR","",1,NA,"EN"
"amphibian","Atelopus boulengeri","Atelopus boulengeri","CR","",1,NA,"CR"
"amphibian","Atelopus chiriquiensis","Atelopus chiriquiensis","CR","",1,NA,"CR"
"amphibian","Atelopus chocoensis","Atelopus chocoensis","CR","",1,NA,"CR"
"amphibian","Atelopus coynei","Atelopus coynei","CR","",1,NA,"CR"
"amphibian","Atelopus cruciger","Atelopus cruciger","CR","",1,NA,"CR"
"amphibian","Atelopus elegans","Atelopus elegans","CR","",1,NA,"CR"
"amphibian","Atelopus erythropus","Atelopus erythropus","CR","",1,NA,"CR"
"amphibian","Atelopus flavescens","Atelopus flavescens","VU","",1,NA,"VU"
"amphibian","Atelopus franciscus","Atelopus franciscus","VU","",1,NA,"VU"
"amphibian","Atelopus glyphus","Atelopus glyphus","CR","",1,NA,"CR"
"amphibian","Atelopus laetissimus","Atelopus laetissimus","CR","",1,NA,"EN"
"amphibian","Atelopus limosus","Atelopus limosus","EN","",1,NA,"EN"
"amphibian","Atelopus longibrachius","Atelopus longibrachius","EN","",1,NA,"EN"
"amphibian","Atelopus mindoensis","Atelopus mindoensis","CR","",1,NA,"CR"
"amphibian","Atelopus nahumae","Atelopus nahumae","CR","",1,NA,"EN"
"amphibian","Atelopus oxyrhynchus","Atelopus oxyrhynchus","CR","",1,NA,"CR"
"amphibian","Atelopus petersi","Atelopus petersi","CR","",1,NA,"CR"
"amphibian","Atelopus petriruizi","Atelopus petriruizi","CR","",1,NA,"CR"
"amphibian","Atelopus pictiventris","Atelopus pictiventris","CR","",1,NA,"CR"
"amphibian","Atelopus planispina","Atelopus planispina","CR","",1,NA,"CR"
"amphibian","Atelopus pulcher","Atelopus pulcher","CR","",1,NA,"VU"
"amphibian","Atelopus quimbaya","Atelopus quimbaya","CR","",1,NA,"CR"
"amphibian","Atelopus sanjosei","Atelopus sanjosei","DD","",1,NA,"DD"
"amphibian","Atelopus seminiferus","Atelopus seminiferus","CR","",1,NA,"EN"
"amphibian","Atelopus sernai","Atelopus sernai","CR","",1,NA,"CR"
"amphibian","Atelopus sorianoi","Atelopus sorianoi","CR","",1,NA,"CR"
"amphibian","Atelopus spumarius","Atelopus spumarius","VU","",1,NA,"VU"
"amphibian","Atelopus spurrelli","Atelopus spurrelli","VU","",1,NA,"NT"
"amphibian","Atelopus tricolor","Atelopus tricolor","VU","",1,NA,"VU"
"amphibian","Atelopus varius","Atelopus varius","CR","",1,NA,"CR"
"amphibian","Atelopus walkeri","Atelopus walkeri","CR","",1,NA,"DD"
"amphibian","Atelopus zeteki","Atelopus zeteki","CR","",1,NA,"CR"
"amphibian","Atylodes genei","Speleomantes genei","VU","",1,"","VU"
"amphibian","Aubria masako","Aubria masako","LC","",1,NA,"LC"
"amphibian","Aubria occidentalis","Aubria occidentalis","LC","",1,NA,"LC"
"amphibian","Aubria subsigillata","Aubria subsigillata","LC","",1,NA,"LC"
"amphibian","Austrochaperina basipalmata","Austrochaperina basipalmata","LC","",1,NA,"LC"
"amphibian","Austrochaperina blumi","Austrochaperina blumi","LC","",1,NA,"LC"
"amphibian","Austrochaperina derongo","Copiula derongo","LC","",1,"","LC"
"amphibian","Austrochaperina fryi","Austrochaperina fryi","LC","",1,NA,"LC"
"amphibian","Austrochaperina guttata","Copiula guttata","LC","",1,"","LC"
"amphibian","Austrochaperina hooglandi","Austrochaperina hooglandi","LC","",1,NA,"LC"
"amphibian","Austrochaperina macrorhyncha","Austrochaperina macrorhyncha","LC","",1,NA,"LC"
"amphibian","Austrochaperina mehelyi","Austrochaperina mehelyi","DD","",1,NA,"DD"
"amphibian","Austrochaperina novaebritanniae","Austrochaperina novaebritanniae","VU","",1,NA,"VU"
"amphibian","Austrochaperina palmipes","Austrochaperina palmipes","LC","",1,NA,"LC"
"amphibian","Austrochaperina pluvialis","Austrochaperina pluvialis","LC","",1,NA,"LC"
"amphibian","Austrochaperina rivularis","Copiula rivularis","LC","",1,"","LC"
"amphibian","Babina holsti","Babina holsti","EN","",1,NA,"EN"
"amphibian","Babina okinavana","Babina okinavana","EN","",1,NA,"EN"
"amphibian","Babina subaspera","Babina subaspera","EN","",1,NA,"EN"
"amphibian","Barbourula busuangensis","Barbourula busuangensis","VU","",1,NA,"NT"
"amphibian","Barycholos pulcher","Barycholos pulcher","LC","",1,NA,"LC"
"amphibian","Barygenys atra","Barygenys atra","LC","",1,NA,"LC"
"amphibian","Barygenys cheesmanae","Barygenys cheesmanae","DD","",1,NA,"DD"
"amphibian","Barygenys exsul","Barygenys exsul","LC","",1,NA,"LC"
"amphibian","Barygenys maculata","Barygenys maculata","DD","",1,NA,"DD"
"amphibian","Barygenys nana","Barygenys nana","LC","",1,NA,"LC"
"amphibian","Barygenys parvula","Barygenys parvula","DD","",1,NA,"DD"
"amphibian","Batrachoseps gabrieli","Batrachoseps gabrieli","DD","",1,NA,"DD"
"amphibian","Batrachoseps incognitus","Batrachoseps incognitus","DD","",1,NA,"DD"
"amphibian","Batrachoseps kawia","Batrachoseps kawia","DD","",1,NA,"DD"
"amphibian","Batrachoseps luciae","Batrachoseps luciae","LC","",1,NA,"LC"
"amphibian","Batrachoseps relictus","Batrachoseps relictus","DD","",1,NA,"DD"
"amphibian","Batrachoseps robustus","Batrachoseps robustus","NT","",1,NA,"NT"
"amphibian","Batrachoseps stebbinsi","Batrachoseps stebbinsi","VU","",1,NA,"VU"
"amphibian","Batrachoseps wrighti","Batrachoseps wrighti","VU","",1,NA,"VU"
"amphibian","Batrachuperus londongensis","Batrachuperus londongensis","EN","",1,NA,"EN"
