"class","SCINAME.old","SCINAME","Current.RL.status","Current.Criteria","Trace.forspp","MWnotes","category"
"bird","Pitta schneideri","Hydrornis schneideri","VU","C2a(i)",1,"","VU"
"bird","Pitta schwaneri","Hydrornis schwaneri","LC","0",1,"","LC"
"bird","Pitta sordida","Pitta sordida","LC","0",1,NA,"LC"
"bird","Pitta soror","Hydrornis soror","LC","0",1,"","LC"
"bird","Pitta steerii","Pitta steerii","VU","A2c+3c+4c;C2a(i)",1,NA,"VU"
"bird","Pitta superba","Pitta superba","EN","C2a(i,ii)",1,NA,"EN"
"bird","Pitta ussheri","Erythropitta ussheri","NT","A2c+3c+4c",1,"","NT"
"bird","Pitta venusta","Erythropitta venusta","VU","C2a(i)",1,"","VU"
"bird","Pitta versicolor","Pitta versicolor","LC","0",1,NA,"LC"
"bird","Pittasoma michleri","Pittasoma michleri","LC","0",1,NA,"LC"
"bird","Pittasoma rufopileatum","Pittasoma rufopileatum","NT","A2c+3c+4c",1,NA,"NT"
"bird","Pityriasis gymnocephala","Pityriasis gymnocephala","NT","A2c+3c+4c",1,NA,"NT"
"bird","Platycercus elegans","Platycercus elegans","LC","0",1,NA,"LC"
"bird","Platycercus venustus","Platycercus venustus","LC","0",1,NA,"LC"
"bird","Platylophus galericulatus","Platylophus galericulatus","NT","A2c+3c+4c",1,NA,"NT"
"bird","Platyrinchus cancrominus","Platyrinchus cancrominus","LC","0",1,NA,"LC"
"bird","Platyrinchus coronatus","Platyrinchus coronatus","LC","0",1,NA,"LC"
"bird","Platyrinchus flavigularis","Platyrinchus flavigularis","LC","0",1,NA,"LC"
"bird","Platyrinchus leucoryphus","Platyrinchus leucoryphus","VU","A2c+3c+4c",1,NA,"VU"
"bird","Platyrinchus mystaceus","Platyrinchus mystaceus","LC","0",1,NA,"LC"
"bird","Platyrinchus platyrhynchos","Platyrinchus platyrhynchos","LC","0",1,NA,"LC"
"bird","Platyrinchus saturatus","Platyrinchus saturatus","LC","0",1,NA,"LC"
"bird","Platysmurus leucopterus","Platysmurus leucopterus","NT","A2c+3c+4c",1,NA,"LC"
"bird","Platyspiza crassirostris","Platyspiza crassirostris","LC","0",1,NA,"LC"
"bird","Platysteira albifrons","Platysteira albifrons","NT","C2a(i)",1,NA,"NT"
"bird","Platysteira blissetti","Dyaphorophyia blissetti","LC","0",1,"","LC"
"bird","Platysteira castanea","Dyaphorophyia castanea","LC","0",1,"","LC"
"bird","Platysteira chalybea","Dyaphorophyia chalybea","LC","0",1,"","LC"
"bird","Platysteira concreta","Dyaphorophyia concreta","LC","0",1,"","LC"
"bird","Platysteira cyanea","Platysteira cyanea","LC","0",1,NA,"LC"
"bird","Platysteira jamesoni","Dyaphorophyia jamesoni","LC","0",1,"","LC"
"bird","Platysteira laticincta","Platysteira laticincta","EN","B1ab(i,ii,iii,iv,v)",1,NA,"EN"
"bird","Platysteira tonsa","Dyaphorophyia tonsa","LC","0",1,"","LC"
"bird","Ploceus albinucha","Ploceus albinucha","LC","0",1,NA,"LC"
"bird","Ploceus alienus","Ploceus alienus","LC","0",1,NA,"LC"
"bird","Ploceus aureonucha","Ploceus aureonucha","EN","C2a(ii)",1,NA,"EN"
"bird","Ploceus bannermani","Ploceus bannermani","VU","B1ab(i,ii,iii,v)",1,NA,"VU"
"bird","Ploceus batesi","Ploceus batesi","EN","C2a(i)",1,NA,"EN"
"bird","Ploceus bicolor","Ploceus bicolor","LC","0",1,NA,"LC"
"bird","Ploceus dorsomaculatus","Ploceus dorsomaculatus","LC","0",1,NA,"LC"
"bird","Ploceus flavipes","Ploceus flavipes","VU","B1ab(i,ii,iii,v);C2a(ii)",1,NA,"VU"
"bird","Ploceus golandi","Ploceus golandi","EN","C2a(ii)",1,NA,"EN"
"bird","Ploceus insignis","Ploceus insignis","LC","0",1,NA,"LC"
"bird","Ploceus melanogaster","Ploceus melanogaster","LC","0",1,NA,"LC"
"bird","Ploceus nelicourvi","Ploceus nelicourvi","LC","0",1,NA,"LC"
"bird","Ploceus nicolli","Ploceus nicolli","EN","C2a(i)",1,NA,"EN"
"bird","Ploceus preussi","Ploceus preussi","LC","0",1,NA,"LC"
"bird","Ploceus sanctithomae","Ploceus sanctithomae","LC","0",1,NA,"LC"
"bird","Ploceus subpersonatus","Ploceus subpersonatus","VU","C2a(i)",1,NA,"VU"
"bird","Ploceus tricolor","Ploceus tricolor","LC","0",1,NA,"LC"
"bird","Ploceus weynsi","Ploceus weynsi","LC","0",1,NA,"LC"
"bird","Pnoepyga albiventer","Pnoepyga albiventer","LC","0",1,NA,"LC"
"bird","Pnoepyga formosana","Pnoepyga formosana","LC","0",1,NA,"LC"
"bird","Pnoepyga immaculata","Pnoepyga immaculata","LC","0",1,NA,"LC"
"bird","Pnoepyga pusilla","Pnoepyga pusilla","LC","0",1,NA,"LC"
"bird","Podargus ocellatus","Podargus ocellatus","LC","0",1,NA,"LC"
"bird","Podargus papuensis","Podargus papuensis","LC","0",1,NA,"LC"
"bird","Podargus strigoides","Podargus strigoides","LC","0",1,NA,"LC"
"bird","Poecilodryas albonotata","Plesiodryas albonotata","LC","0",1,"","LC"
"bird","Poecilodryas brachyura","Poecilodryas brachyura","LC","0",1,NA,"LC"
"bird","Poecilodryas cerviniventris","Poecilodryas cerviniventris","LC","0",1,NA,"LC"
"bird","Poecilodryas hypoleuca","Poecilodryas hypoleuca","LC","0",1,NA,"LC"
"bird","Poecilodryas placens","Gennaeodryas placens","NT","C2a(i)",1,"","NT"
"bird","Poecilodryas superciliosa","Poecilodryas superciliosa","LC","0",1,NA,"LC"
"bird","Poecilotriccus albifacies","Poecilotriccus albifacies","LC","0",1,NA,"LC"
"bird","Poecilotriccus calopterus","Poecilotriccus calopterus","LC","0",1,NA,"LC"
"bird","Poecilotriccus capitalis","Poecilotriccus capitalis","LC","0",1,NA,"LC"
"bird","Poecilotriccus fumifrons","Poecilotriccus fumifrons","LC","0",1,NA,"LC"
"bird","Poecilotriccus luluae","Poecilotriccus luluae","EN","A3c",1,NA,"EN"
"bird","Poecilotriccus plumbeiceps","Poecilotriccus plumbeiceps","LC","0",1,NA,"LC"
"bird","Poecilotriccus pulchellus","Poecilotriccus pulchellus","LC","0",1,NA,"LC"
"bird","Poecilotriccus russatus","Poecilotriccus russatus","LC","0",1,NA,"LC"
"bird","Poecilotriccus senex","Poecilotriccus senex","LC","0",1,NA,"LC"
"bird","Poecilotriccus sylvia","Poecilotriccus sylvia","LC","0",1,NA,"LC"
"bird","Poeoptera kenricki","Poeoptera kenricki","LC","0",1,NA,"LC"
"bird","Poeoptera lugubris","Poeoptera lugubris","LC","0",1,NA,"LC"
"bird","Poeoptera stuhlmanni","Poeoptera stuhlmanni","LC","0",1,NA,"LC"
"bird","Pogoniulus atroflavus","Pogoniulus atroflavus","LC","0",1,NA,"LC"
"bird","Pogoniulus bilineatus","Pogoniulus bilineatus","LC","0",1,NA,"LC"
"bird","Pogoniulus coryphaea","Pogoniulus coryphaea","LC","0",1,NA,"LC"
"bird","Pogoniulus leucomystax","Pogoniulus leucomystax","LC","0",1,NA,"LC"
"bird","Pogoniulus scolopaceus","Pogoniulus scolopaceus","LC","0",1,NA,"LC"
"bird","Pogoniulus simplex","Pogoniulus simplex","LC","0",1,NA,"LC"
"bird","Pogoniulus subsulphureus","Pogoniulus subsulphureus","LC","0",1,NA,"LC"
"bird","Pogonocichla stellata","Pogonocichla stellata","LC","0",1,NA,"LC"
"bird","Pogonornis bidentatus","Pogonornis bidentatus","LC","0",1,NA,"LC"
"bird","Pogonornis melanopterus","Pogonornis melanopterus","LC","0",1,NA,"LC"
"bird","Poicephalus crassus","Poicephalus crassus","LC","0",1,NA,"LC"
"bird","Poicephalus cryptoxanthus","Poicephalus cryptoxanthus","LC","0",1,NA,"LC"
"bird","Poicephalus flavifrons","Poicephalus flavifrons","LC","0",1,NA,"LC"
"bird","Poicephalus gulielmi","Poicephalus gulielmi","LC","0",1,NA,"LC"
"bird","Poicephalus robustus","Poicephalus robustus","LC","0",1,NA,"VU"
"bird","Poicephalus rueppellii","Poicephalus rueppellii","LC","0",1,NA,"LC"
"bird","Polihierax insignis","Polihierax insignis","NT","C1+2a(i)",1,NA,"NT"
"bird","Poliolais lopezi","Poliolais lopezi","NT","A3c",1,NA,"NT"
"bird","Polioptila clementsi","Polioptila guianensis","CR","C2a(i)",1,"","LC"
"bird","Polioptila guianensis","Polioptila guianensis","LC","0",1,NA,"LC"
"bird","Polioptila lactea","Polioptila lactea","NT","A2c+3c+4c",1,NA,"NT"
"bird","Polioptila plumbea","Polioptila plumbea","LC","0",1,NA,"LC"
"bird","Polioptila schistaceigula","Polioptila schistaceigula","LC","0",1,NA,"LC"
"bird","Polyboroides radiatus","Polyboroides radiatus","LC","0",1,NA,"LC"
"bird","Polyplectron bicalcaratum","Polyplectron bicalcaratum","LC","0",1,NA,"LC"
"bird","Polyplectron chalcurum","Polyplectron chalcurum","LC","0",1,NA,"LC"
"bird","Polyplectron germaini","Polyplectron germaini","NT","C2a(i)",1,NA,"NT"
"bird","Polyplectron inopinatum","Polyplectron inopinatum","VU","B1ab(ii,iii,iv,v);C2a(i)",1,NA,"VU"
"bird","Polyplectron katsumatae","Polyplectron katsumatae","EN","A2cd+3cd+4cd;C2a(i)",1,NA,"EN"
"bird","Polyplectron malacense","Polyplectron malacense","VU","A2cd+3cd+4cd",1,NA,"VU"
"bird","Polyplectron napoleonis","Polyplectron napoleonis","VU","A2cd+3cd+4cd",1,NA,"VU"
"bird","Polyplectron schleiermacheri","Polyplectron schleiermacheri","EN","C2a(i)",1,NA,"EN"
"bird","Polytelis swainsonii","Polytelis swainsonii","LC","0",1,NA,"LC"
"bird","Polytmus milleri","Polytmus milleri","LC","0",1,NA,"LC"
"bird","Polytmus theresiae","Polytmus theresiae","LC","0",1,NA,"LC"
"bird","Pomarea dimidiata","Pomarea dimidiata","VU","D1+2",1,NA,"VU"
"bird","Pomarea iphis","Pomarea iphis","VU","D2",1,NA,"CR"
"bird","Pomarea mendozae","Pomarea mendozae","EN","D",1,NA,"EN"
"bird","Pomarea nigra","Pomarea nigra","CR","D",1,NA,"CR"
"bird","Pomarea whitneyi","Pomarea whitneyi","CR","A2be+4be;B1ab(ii,v);C2a(i,ii);D",1,NA,"CR"
"bird","Pomatorhinus erythrocnemis","Erythrogenys erythrocnemis","LC","0",1,"","LC"
"bird","Pomatorhinus ferruginosus","Pomatorhinus ferruginosus","LC","0",1,NA,"LC"
"bird","Pomatorhinus horsfieldii","Pomatorhinus horsfieldii","LC","0",1,NA,"LC"
"bird","Pomatorhinus hypoleucos","Erythrogenys hypoleucos","LC","0",1,"","LC"
"bird","Pomatorhinus mcclellandi","Erythrogenys mcclellandi","LC","0",1,"","LC"
"bird","Pomatorhinus melanurus","Pomatorhinus melanurus","LC","0",1,NA,"LC"
"bird","Pomatorhinus montanus","Pomatorhinus montanus","LC","0",1,NA,"LC"
"bird","Pomatorhinus musicus","Pomatorhinus musicus","LC","0",1,NA,"LC"
"bird","Pomatorhinus ochraceiceps","Pomatorhinus ochraceiceps","LC","0",1,NA,"LC"
"bird","Pomatorhinus schisticeps","Pomatorhinus schisticeps","LC","0",1,NA,"LC"
"bird","Pomatorhinus swinhoei","Erythrogenys swinhoei","LC","0",1,"","LC"
"bird","Pomatostomus isidorei","Garritornis isidorei","LC","0",1,"","LC"
"bird","Pomatostomus temporalis","Pomatostomus temporalis","LC","0",1,NA,"LC"
"bird","Poospiza alticola","Microspingus alticola","EN","C2a(i)",1,"","EN"
"bird","Poospiza boliviana","Poospiza boliviana","LC","0",1,NA,"LC"
"bird","Poospiza cabanisi","Microspingus cabanisi","LC","0",1,"","LC"
"bird","Poospiza erythrophrys","Microspingus erythrophrys","LC","0",1,"","LC"
"bird","Poospiza lateralis","Microspingus lateralis","LC","0",1,"","LC"
"bird","Poospiza melanoleuca","Microspingus melanoleucus","LC","0",1,"","LC"
"bird","Poospiza ornata","Poospiza ornata","LC","0",1,NA,"LC"
"bird","Poospiza rubecula","Poospiza rubecula","EN","C2a(i)",1,NA,"EN"
"bird","Poospiza thoracica","Castanozoster thoracicus","LC","0",1,"","LC"
"bird","Poospiza torquata","Microspingus torquatus","LC","0",1,"","LC"
"bird","Porphyrio hochstetteri","Porphyrio hochstetteri","EN","D",1,NA,"EN"
"bird","Porphyrolaema porphyrolaema","Porphyrolaema porphyrolaema","LC","0",1,NA,"LC"
"bird","Premnoplex brunnescens","Premnoplex brunnescens","LC","0",1,NA,"LC"
"bird","Premnoplex tatei","Premnoplex tatei","VU","B1ab(i,ii,iii,v)",1,NA,"EN"
"bird","Premnornis guttuliger","Premnornis guttuliger","LC","0",1,NA,"LC"
"bird","Primolius auricollis","Primolius auricollis","LC","0",1,NA,"LC"
"bird","Primolius couloni","Primolius couloni","VU","C2a(ii)",1,NA,"VU"
"bird","Primolius maracana","Primolius maracana","NT","A2cd+3cd+4cd;C1",1,NA,"NT"
"bird","Prinia bairdii","Prinia bairdii","LC","0",1,NA,"LC"
"bird","Prinia cinereocapilla","Prinia cinereocapilla","VU","A2c+3c+4c",1,NA,"VU"
"bird","Prinia familiaris","Prinia familiaris","LC","0",1,NA,"NT"
"bird","Prinia hodgsonii","Prinia hodgsonii","LC","0",1,NA,"LC"
"bird","Prinia leontica","Schistolais leontica","VU","B1ab(i,ii,iii,v);C2a(i)",1,"","EN"
"bird","Prinia leucopogon","Schistolais leucopogon","LC","0",1,"","LC"
"bird","Prinia robertsi","Oreophilais robertsi","LC","0",1,"","LC"
"bird","Prinia rufescens","Prinia rufescens","LC","0",1,NA,"LC"
"bird","Prioniturus discurus","Prioniturus discurus","LC","0",1,NA,"LC"
"bird","Prioniturus flavicans","Prioniturus flavicans","NT","A2c+3c+4c;B1ab(ii,iii)",1,NA,"NT"
"bird","Prioniturus luconensis","Prioniturus luconensis","EN","C2a(i)",1,NA,"EN"
"bird","Prioniturus mada","Prioniturus mada","LC","0",1,NA,"LC"
"bird","Prioniturus mindorensis","Prioniturus mindorensis","VU","C2a(ii)",1,NA,"VU"
"bird","Prioniturus montanus","Prioniturus montanus","NT","B1ab(iii)",1,NA,"NT"
"bird","Prioniturus platenae","Prioniturus platenae","VU","A2cd+3cd+4cd;B1ab(ii,iii,v)",1,NA,"VU"
"bird","Prioniturus platurus","Prioniturus platurus","LC","0",1,NA,"LC"
"bird","Prioniturus verticalis","Prioniturus verticalis","CR","C2a(i)",1,NA,"CR"
"bird","Prioniturus waterstradti","Prioniturus waterstradti","NT","B1ab(ii,iii,v);C2a(i)",1,NA,"NT"
"bird","Prionochilus maculatus","Prionochilus maculatus","LC","0",1,NA,"LC"
"bird","Prionochilus olivaceus","Prionochilus olivaceus","LC","0",1,NA,"LC"
"bird","Prionochilus percussus","Prionochilus percussus","LC","0",1,NA,"LC"
"bird","Prionochilus plateni","Prionochilus plateni","LC","0",1,NA,"LC"
"bird","Prionochilus thoracicus","Prionochilus thoracicus","NT","A2c+3c+4c",1,NA,"NT"
"bird","Prionochilus xanthopygius","Prionochilus xanthopygius","LC","0",1,NA,"LC"
"bird","Prionodura newtoniana","Prionodura newtoniana","LC","0",1,NA,"LC"
"bird","Prionops alberti","Prionops alberti","VU","C2a(i)",1,NA,"VU"
"bird","Prionops caniceps","Prionops caniceps","LC","0",1,NA,"LC"
"bird","Prionops gabela","Prionops gabela","EN","B1ab(i,ii,iii,v);C2a(i)",1,NA,"EN"
"bird","Prionops retzii","Prionops retzii","LC","0",1,NA,"LC"
"bird","Prionops scopifrons","Prionops scopifrons","LC","0",1,NA,"LC"
"bird","Priotelus temnurus","Priotelus temnurus","LC","0",1,NA,"LC"
"bird","Probosciger aterrimus","Probosciger aterrimus","LC","0",1,NA,"LC"
"bird","Procellaria parkinsoni","Procellaria parkinsoni","VU","D2",1,NA,"VU"
"bird","Procellaria westlandica","Procellaria westlandica","VU","D2",1,NA,"EN"
"bird","Procnias albus","Procnias albus","LC","0",1,NA,"LC"
"bird","Procnias averano","Procnias averano","LC","0",1,NA,"LC"
"bird","Procnias nudicollis","Procnias nudicollis","VU","A2cd+3cd+4cd",1,NA,"VU"
"bird","Procnias tricarunculatus","Procnias tricarunculatus","VU","A2c+3c+4c",1,NA,"VU"
"bird","Prodotiscus insignis","Prodotiscus insignis","LC","0",1,NA,"LC"
"bird","Prodotiscus zambesiae","Prodotiscus zambesiae","LC","0",1,NA,"LC"
"bird","Progne modesta","Progne modesta","EN","C2a(i)",1,NA,"EN"
"bird","Progne sinaloae","Progne sinaloae","VU","C2a(ii)",1,NA,"VU"
"bird","Progne subis","Progne subis","LC","0",1,NA,"LC"
"bird","Prosopeia personata","Prosopeia personata","NT","A2ce;B1ab(iii,v)",1,NA,"NT"
"bird","Prosopeia splendens","Prosopeia splendens","VU","C2a(ii)",1,NA,"VU"
"bird","Protonotaria citrea","Protonotaria citrea","LC","0",1,NA,"LC"
"bird","Prunella modularis","Prunella modularis","LC","0",1,NA,"LC"
"bird","Prunella montanella","Prunella montanella","LC","0",1,NA,"LC"
"bird","Prunella rubida","Prunella rubida","LC","0",1,NA,"LC"
"bird","Psalidoprocne fuliginosa","Psalidoprocne fuliginosa","LC","0",1,NA,"LC"
"bird","Psalidoprocne nitens","Psalidoprocne nitens","LC","0",1,NA,"LC"
"bird","Psaltria exilis","Psaltria exilis","LC","0",1,NA,"LC"
"bird","Psaltriparus minimus","Psaltriparus minimus","LC","0",1,NA,"LC"
"bird","Psarisomus dalhousiae","Psarisomus dalhousiae","LC","0",1,NA,"LC"
"bird","Psarocolius angustifrons","Psarocolius angustifrons","LC","0",1,NA,"LC"
"bird","Psarocolius atrovirens","Psarocolius atrovirens","LC","0",1,NA,"LC"
"bird","Psarocolius bifasciatus","Psarocolius bifasciatus","LC","0",1,NA,"LC"
"bird","Psarocolius cassini","Psarocolius cassini","EN","B1ab(i,ii,iii,v)",1,NA,"EN"
"bird","Psarocolius decumanus","Psarocolius decumanus","LC","0",1,NA,"LC"
"bird","Psarocolius guatimozinus","Psarocolius guatimozinus","LC","0",1,NA,"LC"
"bird","Psarocolius montezuma","Psarocolius montezuma","LC","0",1,NA,"LC"
"bird","Psarocolius viridis","Psarocolius viridis","LC","0",1,NA,"LC"
"bird","Psarocolius wagleri","Psarocolius wagleri","LC","0",1,NA,"LC"
"bird","Pselliophorus luteoviridis","Pselliophorus luteoviridis","VU","B1ab(i,ii,iii)",1,NA,"VU"
"bird","Pselliophorus tibialis","Pselliophorus tibialis","LC","0",1,NA,"LC"
"bird","Pseudastur albicollis","Pseudastur albicollis","LC","0",1,NA,"LC"
"bird","Pseudastur occidentalis","Pseudastur occidentalis","EN","C2a(i)",1,NA,"EN"
"bird","Pseudastur polionotus","Pseudastur polionotus","NT","A2c+3c+4c; C2a(i)",1,NA,"NT"
"bird","Pseudibis davisoni","Pseudibis davisoni","CR","A3cd+4cd",1,NA,"CR"
"bird","Pseudoalcippe abyssinica","Sylvia abyssinica","LC","0",1,"","LC"
"bird","Pseudobias wardi","Pseudobias wardi","LC","0",1,NA,"LC"
"bird","Pseudobulweria becki","Pseudobulweria becki","CR","C2a(ii)",1,NA,"CR"
"bird","Pseudobulweria macgillivrayi","Pseudobulweria macgillivrayi","CR","C2a(i,ii);D",1,NA,"CR"
"bird","Pseudobulweria rostrata","Pseudobulweria rostrata","NT","A2bde+3bde+4bde; B2ab(i,ii,iii,iv,v)",1,NA,"NT"
"bird","Pseudocalyptomena graueri","Pseudocalyptomena graueri","VU","B1ab(i,ii,iii,v);C2a(i)",1,NA,"VU"
"bird","Pseudochelidon eurystomina","Pseudochelidon eurystomina","DD","0",1,NA,"DD"
"bird","Pseudocolaptes boissonneautii","Pseudocolaptes boissonneauii","LC","0",1,"","LC"
"bird","Pseudocolaptes lawrencii","Pseudocolaptes lawrencii","LC","0",1,NA,"LC"
"bird","Pseudonestor xanthophrys","Pseudonestor xanthophrys","CR","B1ab(iii)",1,NA,"CR"
"bird","Pseudoscops grammicus","Pseudoscops grammicus","LC","0",1,NA,"LC"
"bird","Pseudoseisura cristata","Pseudoseisura cristata","LC","0",1,NA,"LC"
"bird","Pseudoseisura lophotes","Pseudoseisura lophotes","LC","0",1,NA,"LC"
"bird","Pseudoseisura unirufa","Pseudoseisura unirufa","LC","0",1,NA,"LC"
"bird","Pseudotriccus pelzelni","Pseudotriccus pelzelni","LC","0",1,NA,"LC"
"bird","Pseudotriccus ruficeps","Pseudotriccus ruficeps","LC","0",1,NA,"LC"
"bird","Pseudotriccus simplex","Pseudotriccus simplex","LC","0",1,NA,"LC"
"bird","Psilopogon annamensis","Psilopogon annamensis","LC","0",1,NA,"LC"
"bird","Psilopogon armillaris","Psilopogon armillaris","LC","0",1,NA,"LC"
"bird","Psilopogon asiaticus","Psilopogon asiaticus","LC","0",1,NA,"LC"
"bird","Psilopogon auricularis","Psilopogon auricularis","LC","0",1,NA,"LC"
"bird","Psilopogon australis","Psilopogon australis","LC","0",1,NA,"LC"
"bird","Psilopogon chersonesus","Psilopogon chersonesus","LC","0",1,NA,"LC"
"bird","Psilopogon chrysopogon","Psilopogon chrysopogon","LC","0",1,NA,"LC"
"bird","Psilopogon corvinus","Psilopogon corvinus","LC","0",1,NA,"LC"
"bird","Psilopogon cyanotis","Psilopogon cyanotis","LC","0",1,NA,"LC"
"bird","Psilopogon duvaucelii","Psilopogon duvaucelii","LC","0",1,NA,"LC"
"bird","Psilopogon eximius","Psilopogon eximius","LC","0",1,NA,"LC"
"bird","Psilopogon faber","Psilopogon faber","LC","0",1,NA,"LC"
"bird","Psilopogon faiostrictus","Psilopogon faiostrictus","LC","0",1,NA,"LC"
"bird","Psilopogon flavifrons","Psilopogon flavifrons","LC","0",1,NA,"LC"
"bird","Psilopogon franklinii","Psilopogon franklinii","LC","0",1,NA,"LC"
"bird","Psilopogon haemacephalus","Psilopogon haemacephalus","LC","0",1,NA,"LC"
"bird","Psilopogon henricii","Psilopogon henricii","NT","A2c+3c+4c",1,NA,"NT"
"bird","Psilopogon incognitus","Psilopogon incognitus","LC","0",1,NA,"LC"
"bird","Psilopogon javensis","Psilopogon javensis","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psilopogon lagrandieri","Psilopogon lagrandieri","LC","0",1,NA,"LC"
"bird","Psilopogon lineatus","Psilopogon lineatus","LC","0",1,NA,"LC"
"bird","Psilopogon malabaricus","Psilopogon malabaricus","LC","0",1,NA,"LC"
"bird","Psilopogon monticola","Psilopogon monticola","LC","0",1,NA,"LC"
"bird","Psilopogon mystacophanos","Psilopogon mystacophanos","NT","A2c+3c+4c",1,NA,"NT"
"bird","Psilopogon nuchalis","Psilopogon nuchalis","LC","0",1,NA,"LC"
"bird","Psilopogon oorti","Psilopogon oorti","LC","0",1,NA,"LC"
"bird","Psilopogon pulcherrimus","Psilopogon pulcherrimus","LC","0",1,NA,"LC"
"bird","Psilopogon pyrolophus","Psilopogon pyrolophus","LC","0",1,NA,"LC"
"bird","Psilopogon rafflesii","Psilopogon rafflesii","NT","A2c+3c+4c",1,NA,"NT"
"bird","Psilopogon rubricapillus","Psilopogon rubricapillus","LC","0",1,NA,"LC"
"bird","Psilopogon virens","Psilopogon virens","LC","0",1,NA,"LC"
"bird","Psilopogon viridis","Psilopogon viridis","LC","0",1,NA,"LC"
"bird","Psilopogon zeylanicus","Psilopogon zeylanicus","LC","0",1,NA,"LC"
"bird","Psilorhamphus guttatus","Psilorhamphus guttatus","NT","A2c+3c+4c",1,NA,"NT"
"bird","Psilorhinus morio","Cyanocorax morio","LC","0",1,"","LC"
"bird","Psiloscops flammeolus","Psiloscops flammeolus","LC","0",1,NA,"LC"
"bird","Psittacara erythrogenys","Psittacara erythrogenys","NT","A2acd+3cd+4acd; C1+2a(i)",1,NA,"NT"
"bird","Psittacara euops","Psittacara euops","VU","B1ab(i,ii,iii,iv,v); C2a(i)",1,NA,"VU"
"bird","Psittacara finschi","Psittacara finschi","LC","0",1,NA,"LC"
"bird","Psittacara frontatus","Psittacara frontatus","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittacara holochlorus","Psittacara holochlorus","LC","0",1,NA,"LC"
"bird","Psittacara leucophthalmus","Psittacara leucophthalmus","LC","0",1,NA,"LC"
"bird","Psittacara mitratus","Psittacara mitratus","LC","0",1,NA,"LC"
"bird","Psittacara rubritorquis","Psittacara rubritorquis","LC","0",1,NA,"LC"
"bird","Psittacara wagleri","Psittacara wagleri","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittacella brehmii","Psittacella brehmii","LC","0",1,NA,"LC"
"bird","Psittacella madaraszi","Psittacella madaraszi","LC","0",1,NA,"LC"
"bird","Psittacella modesta","Psittacella modesta","LC","0",1,NA,"LC"
"bird","Psittacula alexandri","Psittacula alexandri","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittacula calthrapae","Psittacula calthrapae","LC","0",1,NA,"LC"
"bird","Psittacula caniceps","Psittacula caniceps","NT","B1ab(ii,iii);C1",1,NA,"NT"
"bird","Psittacula columboides","Psittacula columboides","LC","0",1,NA,"LC"
"bird","Psittacula cyanocephala","Psittacula cyanocephala","LC","0",1,NA,"LC"
"bird","Psittacula derbiana","Psittacula derbiana","NT","A2acd+3cd+4acd",1,NA,"NT"
"bird","Psittacula eques","Psittacula eques","EN","B1ab(iii)",1,NA,"EN"
"bird","Psittacula eupatria","Psittacula eupatria","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittacula finschii","Psittacula finschii","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittacula himalayana","Psittacula himalayana","LC","0",1,NA,"LC"
"bird","Psittacula krameri","Psittacula krameri","LC","0",1,NA,"LC"
"bird","Psittacula longicauda","Psittacula longicauda","NT","A2c+3c+4c",1,NA,"VU"
"bird","Psittacula roseata","Psittacula roseata","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittaculirostris cervicalis","Psittaculirostris cervicalis","LC","0",1,NA,"LC"
"bird","Psittaculirostris desmarestii","Psittaculirostris desmarestii","LC","0",1,NA,"LC"
"bird","Psittaculirostris edwardsii","Psittaculirostris edwardsii","LC","0",1,NA,"LC"
"bird","Psittaculirostris godmani","Psittaculirostris godmani","LC","0",1,NA,"LC"
"bird","Psittaculirostris salvadorii","Psittaculirostris salvadorii","LC","0",1,NA,"LC"
"bird","Psittacus erithacus","Psittacus erithacus","VU","A2abcd+3bcd+4abcd",1,NA,"EN"
"bird","Psittacus timneh","Psittacus timneh","VU","A2abcd+3bcd+4abcd",1,NA,"EN"
"bird","Psitteuteles goldiei","Psitteuteles goldiei","LC","0",1,NA,"LC"
"bird","Psitteuteles iris","Psitteuteles iris","NT","C1",1,NA,"NT"
"bird","Psittinus abbotti","Psittinus abbotti","NT","C2a(ii)",1,NA,"NT"
"bird","Psittinus cyanurus","Psittinus cyanurus","NT","A2cd+3cd+4cd",1,NA,"NT"
"bird","Psittrichas fulgidus","Psittrichas fulgidus","VU","A2bcd+3bcd+4bcd",1,NA,"VU"
"bird","Psophia crepitans","Psophia crepitans","NT","A4cd",1,NA,"NT"
"bird","Psophia dextralis","Psophia dextralis","EN","A4cd",1,NA,"EN"
"bird","Psophia leucoptera","Psophia leucoptera","NT","A4cd",1,NA,"NT"
"bird","Psophia obscura","Psophia obscura","CR","A4cd; C2a(i)",1,NA,"CR"
"bird","Psophia ochroptera","Psophia ochroptera","LC","0",1,NA,"LC"
"bird","Psophia viridis","Psophia viridis","VU","A4cd",1,NA,"VU"
"bird","Psophodes olivaceus","Psophodes olivaceus","LC","0",1,NA,"LC"
"bird","Pteridophora alberti","Pteridophora alberti","LC","0",1,NA,"LC"
"bird","Pternistis afer","Pternistis afer","LC","0",1,NA,"LC"
